code,course,university,stream,colombo,gampaha,kaluthara,matale,kandy,nuwara_eliya,galle,matara,hambantota,jaffna,kilinochchi,mannar,mallaitivu,vavuniya,trincomalee,batticaloa,ampara,puttalam,kurunegala,anuradhapura,polonnaruwa,badulla,monaragala,kegalle,ratnapura,course_code,uni_code,subjects,medium,degree,duration
102A,ENGINEERING TECHNOLOGY (ET),university_of_colombo,technology,1.7922,1.7693,1.7736,1.784,1.7876,1.8198,1.8059,1.7691,1.777,NQC,NQC,NQC,NQC,NQC,NQC,1.7885,1.8408,1.7737,1.8012,1.7736,NQC,1.7692,1.9478,1.769,1.8162,102,A,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours in Instrumentation and Automation,4
102C,ENGINEERING TECHNOLOGY (ET),university_of_sri_jayewardenepura,technology,1.9096,1.9062,1.9546,1.9232,1.9706,1.9843,1.914,1.9855,2.0412,2.072,NQC,NQC,NQC,NQC,1.9632,2.4314,2.4095,2.1181,1.9487,1.9153,2.5718,2.0293,1.9949,1.9971,1.9546,102,C,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours,4
102D,ENGINEERING TECHNOLOGY (ET),university_of_kelaniya,technology,1.6699,1.6713,1.6736,1.7091,1.6746,1.6964,1.6702,1.6953,1.699,1.73,NQC,NQC,NQC,NQC,1.7678,1.6967,1.6783,NQC,1.6736,1.6977,1.7242,1.723,NQC,1.6735,1.6974,102,D,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours,4
102E,ENGINEERING TECHNOLOGY (ET),university_of_jaffna,technology,1.1437,1.0628,1.1449,1.1782,1.0253,0.9985,1.2621,1.6369,1.0676,0.7588,0.0219,0.448,0.1907,0.0899,0.6217,0.9177,0.6689,0.63,1.1482,1.1689,0.8486,1.1389,1.3109,1.1689,1.1643,102,E,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours,4
102E,ENGINEERING TECHNOLOGY (ET),university_of_ruhuna,technology,1.3462,1.3739,1.3453,NQC,1.4029,1.3416,1.3545,1.3404,1.4269,NQC,NQC,NQC,NQC,NQC,1.3788,1.3476,1.5538,1.4858,1.3404,1.3717,1.404,1.4328,1.3535,1.3818,1.3499,102,E,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours,4
102K,ENGINEERING TECHNOLOGY (ET),rajarata_university_of_sri_lanka,technology,1.0962,1.0778,1.144,1.1977,1.0474,1.0169,1.2623,1.3168,1.0434,0.7611,NQC,NQC,NQC,NQC,0.7876,0.8139,0.8098,0.8071,1.1139,1.0919,0.8245,1.1781,NQC,1.1612,1.1677,102,K,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours,4
102L,ENGINEERING TECHNOLOGY (ET),sabaragamuwa_university_of_sri_lanka,technology,1.1148,1.1133,1.1335,1.191,1.1194,1.1365,1.3223,1.2936,1.1321,NQC,NQC,NQC,NQC,NQC,NQC,1.3428,1.1228,NQC,1.1707,1.1238,NQC,1.1334,1.1181,1.1542,1.1575,102,L,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours,4
102M,ENGINEERING TECHNOLOGY (ET),wayamba_university_of_sri_lanka,technology,1.2253,1.224,1.2231,1.3131,1.2198,1.223,1.26,1.3084,1.2414,1.3958,NQC,1.4875,NQC,1.3763,1.3238,1.2553,1.2268,1.2265,1.2683,1.2392,1.2784,1.2209,1.223,1.2206,1.2207,102,M,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours,4
102U,ENGINEERING TECHNOLOGY (ET),uva_wellassa_university_of_sri_lanka,technology,1.0917,1.0793,1.1129,1.2049,1.0479,0.9985,1.269,1.284,1.0298,0.8904,NQC,0.909,NQC,NQC,0.874,0.9385,0.9131,1.0375,1.112,1.0803,0.9295,1.101,NQC,1.1887,1.2091,102,U,engineering_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Engineering Technology Honours in Mechanical Engineering Technology,4
103A,BIOSYSTEMS TECHNOLOGY (BST),university_of_colombo,technology,1.6065,1.6115,1.6348,1.6598,1.617,1.6107,1.6263,1.6201,1.6213,1.784,NQC,NQC,1.6095,1.6229,1.857,1.7006,1.6155,1.629,1.6059,1.6828,1.7162,1.6285,1.7102,1.6006,1.626,103,A,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours in Environmental Technology|Bachelor of Biosystems Technology Honours in Agriculture,4|4
103C,BIOSYSTEMS TECHNOLOGY (BST),university_of_sri_jayewardenepura,technology,1.8769,1.9089,1.9044,1.8752,1.9524,NQC,1.9199,1.8962,2.1215,2.0326,NQC,NQC,NQC,1.9061,1.8933,2.2504,1.8761,2.2816,1.9011,1.9018,2.0034,1.8816,1.9247,1.8845,1.93,103,C,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours,4
103E,BIOSYSTEMS TECHNOLOGY (BST),university_of_jaffna,technology,0.8552,0.8485,0.8924,0.9179,1.0268,0.9142,0.9655,1.0608,NQC,0.8873,NQC,0.8638,1.1934,NQC,0.8597,0.8943,0.8806,0.8637,1.0056,0.9885,0.9984,1.0721,0.9342,NQC,1.0038,103,E,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours in Commercial Green Farming|Bachelor of Biosystems Technology Honours in Food Production,4|4
103F,BIOSYSTEMS TECHNOLOGY (BST),university_of_ruhuna,technology,1.3985,1.4295,1.385,1.57,1.3957,1.4014,1.4103,1.4576,1.411,NQC,NQC,NQC,NQC,NQC,1.4996,1.4567,NQC,NQC,1.3902,1.4157,1.5837,1.4211,1.4012,1.3988,1.3897,103,F,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours,4
103H,BIOSYSTEMS TECHNOLOGY (BST),eastern_university_sri_lanka,technology,0.6015,0.7619,NQC,NQC,1.0226,1.1036,0.8953,1.0588,NQC,0.6059,-0.2665,0.6215,0.1893,0.5828,0.6988,0.7686,0.8413,0.4221,1.007,1.0188,0.589,1.0973,0.9431,NQC,1.0605,103,H,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours in Agricultural Technology and Entrepreneurship,4
103J,BIOSYSTEMS TECHNOLOGY (BST),south_eastern_university_of_sri_lanka,technology,0.6026,0.7635,0.885,NQC,1.0553,0.9715,0.912,1.0473,NQC,0.586,-0.536,NQC,0.3132,0.6726,0.6959,0.7838,0.8947,0.3486,1.0112,1.0687,0.7066,1.0857,0.9765,NQC,0.9906,103,J,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours in Agricultural Technology,4
103K,BIOSYSTEMS TECHNOLOGY (BST),rajarata_university_of_sri_lanka,technology,1.0952,1.1003,1.0946,1.1004,1.0923,1.1255,1.1394,1.1063,1.1085,1.1477,NQC,NQC,NQC,NQC,NQC,1.0943,1.097,1.1433,1.0922,1.2096,NQC,1.0995,1.0947,1.1222,1.0937,103,K,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours,4
103L,BIOSYSTEMS TECHNOLOGY (BST),sabaragamuwa_university_of_sri_lanka,technology,1.1601,1.1593,1.151,1.2057,1.1755,1.1768,1.1652,1.1861,1.1619,NQC,NQC,1.1679,NQC,NQC,1.2697,1.1581,NQC,NQC,1.1763,1.154,1.2464,1.145,1.1762,1.2045,1.1472,103,L,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours,4
103M,BIOSYSTEMS TECHNOLOGY (BST),wayamba_university_of_sri_lanka,technology,1.2858,1.2555,1.2547,1.3248,1.2858,1.289,1.2616,1.2696,1.3283,1.3987,NQC,1.4632,NQC,NQC,NQC,1.3905,1.3051,1.4266,1.2743,1.3396,1.4882,1.3087,NQC,1.2833,1.2682,103,M,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours,4
103M,BIOSYSTEMS TECHNOLOGY (BST),uva_wellassa_university_of_sri_lanka,technology,1.1086,1.1204,1.1113,1.1118,1.1118,NQC,1.1292,1.171,1.1148,1.1919,NQC,NQC,NQC,1.3557,1.1173,1.1259,1.1577,NQC,1.1419,1.1173,1.5753,1.1284,1.1085,1.123,1.1085,103,M,biosystems_technology|science_for_technology|economics|geography|home_economics|english|communication_and_media_studies|ict|art|business_studies|agricultural_science|accounting|mathematics,english|tamil,Bachelor of Biosystems Technology Honours,4
104A,INFORMATION COMMUNICATION TECHNOLOGY,university_of_colombo,none,1.9915,1.9615,2.0823,1.9673,1.9822,2.1191,1.9881,1.9721,2.005,2.0017,NQC,NQC,NQC,NQC,NQC,3.3105,2.0083,2.777,1.9698,1.9763,NQC,1.9725,2.0272,2.0043,2.07,104,A,ict|science_for_technology|engineering_technology|biosystems_technology,english|tamil,Bachelor of Information and Communication Technology Honours,4
104A,INFORMATION COMMUNICATION TECHNOLOGY,university_of_sri_jayewardenepura,none,2.1411,2.1436,2.1918,2.1357,2.1897,2.7206,2.132,2.1735,2.1746,2.319,NQC,NQC,NQC,NQC,NQC,NQC,2.3685,2.1736,2.1676,2.1738,2.1655,2.183,2.2955,2.1836,2.1733,104,A,ict|science_for_technology|engineering_technology|biosystems_technology,english|tamil,Bachelor of Information and Communication Technology Honours,4
104A,INFORMATION COMMUNICATION TECHNOLOGY,university_of_kelaniya,none,1.8166,1.8004,1.8115,1.8187,1.8651,1.8808,1.7978,1.8141,1.9361,1.8034,NQC,NQC,NQC,NQC,1.8178,1.8406,1.844,1.8911,1.8364,1.8012,1.8071,1.8292,NQC,1.8485,1.854,104,A,ict|science_for_technology|engineering_technology|biosystems_technology,english|tamil,Bachelor of Information and Communication Technology Honours,4
104A,INFORMATION COMMUNICATION TECHNOLOGY,university_of_ruhuna,none,1.5939,1.5893,1.5727,NQC,1.5937,1.7518,1.5747,1.5767,1.5766,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.6078,1.5839,NQC,1.6968,1.585,NQC,1.573,1.6068,104,A,ict|science_for_technology|engineering_technology|biosystems_technology,english|tamil,Bachelor of Information and Communication Technology Honours,4
104A,INFORMATION COMMUNICATION TECHNOLOGY,south_eastern_university_of_sri_lanka,none,1.0226,1.0224,1.0414,NQC,1.0595,1.0273,1.2416,NQC,1.1635,1.0423,NQC,NQC,NQC,NQC,1.0503,1.8039,1.0461,1.0952,1.0574,1.033,1.1355,1.1287,1.0919,1.115,1.0999,104,A,ict|science_for_technology|engineering_technology|biosystems_technology,english|tamil,Bachelor of Information and Communication Technology Honours,4
038K,INFORMATION COMMUNICATION TECHNOLOGY,rajarata_university_of_sri_lanka,none,1.2338,1.2163,1.2163,1.2781,1.222,1.3429,1.2356,1.4463,1.266,1.5584,NQC,NQC,NQC,1.2256,1.2273,1.2717,1.2612,1.2749,1.2186,1.51,1.253,1.2472,1.2466,1.2347,1.2268,38,K,ict|science_for_technology|engineering_technology|biosystems_technology,english,Bachelor of Science in Information Technology|Bachelor of Science Honours in Information Technology,3|4
104R,INFORMATION COMMUNICATION TECHNOLOGY,university_of_vavuniya_sri_lanka,none,0.9637,0.9778,1.0677,NQC,1.017,0.8996,NQC,NQC,NQC,0.9293,0.3051,0.1618,-0.2483,0.7589,0.5353,0.8463,0.7152,0.6517,1.0562,0.9551,1.0041,1.0304,0.9962,1.0862,1.109,104,R,ict|science_for_technology|engineering_technology|biosystems_technology,english|tamil,Bachelor of Information and Communication Technology Honours,4
104U,INFORMATION COMMUNICATION TECHNOLOGY,uva_wellassa_university_of_sri_lanka,none,1.3581,1.3656,1.3522,1.4159,1.5425,1.3903,1.3753,1.3522,1.3602,1.3855,NQC,NQC,NQC,NQC,NQC,1.3741,1.5076,1.4336,1.4971,1.3786,1.3522,1.5651,1.3738,1.4641,1.3601,104,U,ict|science_for_technology|engineering_technology|biosystems_technology,english|tamil,Bachelor of Information and Communication Technology Honours,4
108C,PHYSICAL SCIENCE -ICT,university_of_sri_jayewardenepura,physical_science,1.092,1.0918,1.0535,1.192,1.0624,NQC,1.0973,1.092,NQC,1.2117,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.0703,NQC,NQC,1.0865,NQC,1.181,1.0609,108,C,combined_mathematics|physics|ict,english,Bachelor of Science in Physics and ICT,3
108D,PHYSICAL SCIENCE -ICT,university_of_kelaniya,physical_science,1.1544,1.0424,1.1503,0.6002,0.9336,0.4934,1.0021,1.1239,0.9505,1.026,0.4243,0.2396,0.3461,0.5267,0.4538,0.81,0.4982,0.4779,0.9741,0.751,0.6375,1.0045,0.7751,0.9836,1.0123,108,D,combined_mathematics|physics|ict,english,Bachelor of Science in Physics and Electronics,3
098D,TRANSLATION STUDIES,university_of_kelaniya,none,NQC,1.5128,NQC,NQC,1.4037,1.4601,1.4021,1.4014,1.4951,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.4767,1.4118,1.536,1.4565,NQC,1.6336,NQC,1.5157,98,D,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Arts Honours in Translation Studies (English / Sinhala),4
098E,TRANSLATION STUDIES,university_of_jaffna,none,1.1516,NQC,NQC,1.1181,1.3034,1.1087,NQC,NQC,NQC,1.2036,NQC,1.0799,NQC,1.1103,1.3013,1.2137,1.5075,1.1629,1.0503,1.1076,1.0289,1.0498,NQC,NQC,1.1856,98,E,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Arts Honours in Translation Studies (English / Tamil),4
098H,TRANSLATION STUDIES,eastern_university_sri_lanka,none,1.016,0.8197,0.955,NQC,1.1854,1.4391,0.9682,0.3517,1.1067,NQC,0.9899,NQC,1.031,NQC,1.1308,NQC,1.1124,NQC,NQC,1.0243,NQC,NQC,1.1976,1.14,1.1277,98,H,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Arts Honours in Translation Studies (English / Tamil),4
098L,TRANSLATION STUDIES,sabaragamuwa_university_of_sri_lanka,none,1.286,1.2578,1.2672,1.2989,1.3508,1.0746,1.3875,NQC,1.3316,NQC,NQC,NQC,1.3258,NQC,1.1157,NQC,1.2746,1.2237,1.2973,1.3101,1.338,1.1708,1.2888,1.3612,1.2957,98,L,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Arts Honours in Translation Studies (English / Sinhala),4
100D,FILM & TELEVISION STUDIES  #,university_of_kelaniya,none,1.1474,1.0198,1.044,0.6663,1.1513,0.895,1.1393,1.1901,0.8968,NQC,NQC,NQC,NQC,NQC,0.5969,NQC,0.2708,0.9126,1.171,0.9341,NQC,1.1867,0.8782,1.096,1.1671,100,D,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean|biology|chemistry|physics|higher_mathematics|business_studies|engineering_technology|science_for_technology|biosystems_technology,english,Bachelor of Arts Honours in Film & Television Studies,4
101R,PROJECT MANAGEMENT,university_of_vavuniya_sri_lanka,none,1.2241,1.2145,1.248,1.2274,1.2642,1.2021,1.2433,1.2672,1.2113,1.1146,1.0304,0.9625,1.0178,1.0721,1.2482,1.1923,1.2251,1.0898,1.2817,1.2143,1.2073,1.2037,1.2055,1.2618,1.2673,101,R,accounting|mathematics|combined_mathematics|business_studies|biology|business_statistics|agricultural_science|economics|engineering_technology|geography|biosystems_technology|ict,english,Bachelor of Business Management in Project Management|Bachelor of Business Management Honours in Project Management,3|4
085Z,VISUAL ARTS  #,university_of_the_visual_and_performing_arts,arts,0.8146,0.916,0.685,1.1777,0.5243,NQC,0.9841,1.2286,1.2264,NQC,NQC,NQC,NQC,NQC,0.8845,NQC,1.2062,0.9601,0.9627,1.1404,NQC,1.0302,1.1724,1.1468,0.9236,85,Z,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,sinhala,Bachelor of Visual Arts Honours,4
068C,MUSIC   #,university_of_sri_jayewardenepura,arts,0.8824,0.534,0.7976,NQC,0.6038,1.2551,NQC,1.1399,1.3345,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.5808,0.9661,0.998,0.7942,NQC,1.2951,0.5812,0.7933,1.1587,68,C,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,sinhala|english,Bachelor of Arts Honours in Music,4
068Z,MUSIC   #,university_of_the_visual_and_performing_arts,arts,0.5763,0.7946,0.7268,1.014,0.8785,0.3699,0.7212,0.9169,-0.158,NQC,NQC,NQC,NQC,0.7575,0.4407,NQC,0.2603,0.4113,0.9643,0.8249,0.7803,0.8164,0.9749,0.9093,0.902,68,Z,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,sinhala,Bachelor of Performing Arts- Music Honours,4
069Z,DANCE  #,university_of_the_visual_and_performing_arts,arts,0.8351,0.8074,1.0002,0.8538,1.0011,-0.2734,0.7743,0.9058,0.8121,NQC,NQC,NQC,NQC,1.1913,0.8185,NQC,0.8432,0.6699,1.0104,1.0302,0.9106,0.6784,1.0505,0.9018,0.9684,69,Z,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,sinhala,Bachelor of Performing Arts-Dance and Drama Honours,4
071Z,DRAMA & THEATRE  #,university_of_the_visual_and_performing_arts,arts,0.8149,0.6926,0.9808,0.9862,0.9794,0.5802,0.4307,0.4999,0.9097,NQC,NQC,NQC,NQC,NQC,0.3623,NQC,0.6823,0.9189,0.9942,0.808,NQC,0.9427,NQC,0.8939,0.8694,71,Z,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,sinhala,Bachelor of Performing Arts-Dance and Drama Honours,4
070E,ART & DESIGN  #,university_of_jaffna,arts,NQC,NQC,-0.6634,1.2076,0.0255,0.9812,0.1403,NQC,NQC,0.6973,0.204,0.6468,0.9644,0.5924,0.7273,0.4846,0.7467,0.7478,0.698,0.648,NQC,0.1398,NQC,NQC,NQC,70,E,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,tamil,Bachelor of Fine Arts (Art & Design),4
068E,MUSIC  #,university_of_jaffna,arts,-0.3204,NQC,NQC,-0.0268,0.5914,0.4669,NQC,NQC,NQC,0.7185,0.5938,0.4445,0.6157,0.6975,0.4957,0.6714,0.2959,0.5873,NQC,NQC,NQC,0.2547,NQC,0.4346,-0.4855,68,E,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,tamil,Bachelor of Fine Arts (Music),4
069E,DANCE  #,university_of_jaffna,arts,-0.1988,-0.3589,0.4023,0.0321,0.0954,0.569,NQC,NQC,NQC,0.6295,0.5725,0.4317,0.5008,0.6077,0.2318,0.5941,0.4558,NQC,NQC,NQC,NQC,0.2458,NQC,NQC,-0.0974,69,E,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,tamil,Bachelor of Fine Arts (Dance),4
072Y,VISUAL & TECHNOLOGICAL ARTS  #,swami_vipulananda_institute_of_aesthetic_studies,arts,NQC,NQC,-0.0116,-0.0938,0.1872,0.2658,0.5208,-0.4,NQC,0.5267,0.6189,0.5174,NQC,0.1197,0.7723,0.6557,0.5692,0.4026,-0.0923,0.7073,0.3404,0.515,0.3921,0.5122,0.4442,72,Y,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,tamil,Bachelor of Fine Arts Honours in Visual & Technological Art,4
